ltv,disbursed_amount,asset_cost,PERFORM_CNS.SCORE,loan_default
74.54,830330,1126840,0,0
47.25,395540,888920,383,0
88.65,552590,631700,572,0
86.07,596870,731940,17,0
65.32,415190,688910,0,0
79.64,463490,596460,0,0
61.22,364390,620720,0,0
80.69,433940,557660,300,0
79.76,502430,664490,0,0
77.76,480490,639180,16,0
85.01,524030,636400,825,0
76.62,500030,668200,738,0
40.39,303340,804560,694,0
57.14,387100,708760,0,0
79.77,408940,524000,738,0
46.2,413940,920000,0,0
82.58,308840,387520,0,0
59.87,935200,1636980,430,0
40.59,294310,763820,670,0
83.88,563790,691490,0,0
73.79,641010,915710,597,0
70.46,405340,598070,728,0
89.44,482030,586990,0,0
69.9,896450,1344820,0,0
68.47,612130,920090,762,0
89.58,544130,625170,652,0
66.62,392920,606410,615,0
80.96,577590,734900,749,0
80.81,427100,544460,0,0
87.59,512230,616500,659,0
84.76,528030,643000,0,0
74.49,483490,671200,0,0
81.24,502530,639500,737,0
47.89,423940,918840,637,0
79.47,841890,1082200,0,0
63.81,415400,705250,790,0
70.23,453490,655000,825,0
69.44,520820,763200,0,0
80.97,454640,611340,0,0
69.14,412100,621920,0,0
79.41,453890,604490,0,0
73.92,522030,744000,0,0
86.55,554330,664330,15,0
79.97,453890,600250,300,0
88.69,574130,665230,818,0
86.4,507810,604160,0,0
52.55,364390,723180,300,0
89.86,609470,690000,0,0
72.91,453490,644660,0,0
74.11,661690,917510,15,0
44.34,718170,1669000,15,0
73.23,520780,737410,708,0
80.64,533030,682010,485,0
74.04,580130,810320,819,0
88.57,609470,7.00E+05,737,0
84.52,553590,668490,600,0
89.98,612530,693910,0,0
55.32,544330,1012380,825,0
76.64,407940,548000,749,0
74.12,280290,397980,738,0
69.74,606990,892360,845,0
84.46,785790,947220,0,0
59.82,519100,896070,0,0
53.09,344390,678080,641,0
75.38,463690,650030,300,0
68.43,501360,761330,0,0
89.89,632130,712000,0,0
86.29,522330,620000,15,0
70.59,480580,722480,0,0
49.62,308240,665090,729,0
85.49,481500,582510,0,0
88.24,473490,544000,0,0
71.89,445490,637070,18,0
52.97,367370,722980,0,0
72.45,619470,883390,677,0
77.33,539630,723500,702,0
78.57,477450,623650,0,0
69.41,451450,677100,0,0
89.99,631520,723980,0,0
72.78,636330,917880,0,0
60.62,539530,907350,0,0
86.62,505780,599140,0,0
90,589470,670000,0,0
73.71,651690,909000,783,0
79.77,463690,614250,763,0
76.6,533030,717980,0,0
85.77,634470,752000,783,0
86.1,561760,677140,0,0
77.57,466490,622680,694,0
83.65,641690,783000,691,0
78.85,393940,520000,737,0
82.7,513030,640870,0,0
88.08,585360,686860,738,0
61.11,363210,621880,824,0
80.89,504030,644050,0,0
83.64,532490,681490,300,0
77.1,508030,668000,15,0
73.33,480490,681830,0,0
66.37,978990,1491690,15,0
84.64,494030,594300,0,0
67.78,727170,1105050,763,0
84.38,511530,639970,778,0
53.97,382980,738590,0,0
65.43,405340,657210,0,0
87.38,582590,686650,0,0
79.87,447450,577180,0,0
74.71,639130,870000,0,0
77.04,433940,584120,738,0
84.98,376390,470720,832,0
61.02,538290,910700,541,0
67.56,377750,577280,836,0
71.02,632130,915230,679,0
78.3,523030,689680,825,0
73.12,825330,1155560,815,0
80,498480,660300,737,0
69.88,461450,686890,337,0
89.94,614470,704940,675,0
86.7,523030,622820,615,0
72.47,466490,689920,737,0
87.91,481450,557360,476,0
79.66,540130,703000,0,0
79.28,629470,819910,16,0
79.87,582590,745000,0,0
89.89,629470,712000,694,0
66.06,500780,787180,300,0
74.91,415000,567320,0,0
88.41,562590,656000,0,0
73.17,424940,615000,0,0
66.6,681690,1051090,0,0
74.63,505030,696780,415,0
89.65,582130,663670,738,0
84.85,552590,660000,0,0
79.69,453490,589790,0,0
77.94,513030,680000,738,0
74.34,354390,497690,839,0
55.8,293740,555600,0,0
85.89,478490,576300,0,0
89.94,557130,636000,0,0
85.36,493030,597500,0,0
76.43,489000,652870,15,0
79.93,490670,648040,767,0
77.18,480000,647860,708,0
66.97,458490,709290,0,0
74.8,473490,655040,0,0
79.02,562590,734020,0,0
77.52,483490,645000,738,0
40.63,265290,689210,641,0
62.6,526000,864270,0,0
84.33,453840,581040,15,0
75,466490,634670,778,0
73.77,433940,610000,0,0
70.7,606130,876960,0,0
66.71,688170,1064250,0,0
71.74,433940,627300,694,0
86.98,493030,586330,657,0
68.27,451450,688400,0,0
79.96,503510,657840,763,0
73.14,473720,687710,0,0
66.59,364390,570630,722,0
80,508030,650030,0,0
88.85,548130,634780,0,0
78.94,454450,592860,762,0
51.59,265290,542700,0,0
78.97,527780,686300,683,0
69.15,411940,607390,783,0
89.73,550130,635270,300,0
88.95,567590,652080,0,0
76.23,475490,632300,0,0
71.39,458320,670000,738,0
88.5,558330,666650,412,0
89.63,552130,635960,0,0
74.8,721230,982670,682,0
76.02,639820,866850,0,0
89.87,559730,645400,607,0
72.76,475990,673430,680,0
51.5,362750,737810,16,0
81.11,468490,616460,738,0
66.24,379390,596360,16,0
82.31,556590,697360,0,0
70.82,272290,405240,15,0
80.17,535530,679810,0,0
75.29,448490,648120,653,0
88.8,579510,669380,615,0
74.31,648090,915130,0,0
57.7,344390,623900,0,0
79.02,536490,721370,0,0
58.25,354390,635190,0,0
89.63,594470,675000,0,0
81.21,546590,682160,300,0
88.77,490730,597030,0,0
79.26,503030,656050,825,0
66.23,415140,664400,300,0
89.91,582010,665000,753,0
66.98,428830,664330,663,0
73.97,505780,703000,680,0
88.96,570130,652000,806,0
81.89,470780,622750,0,0
81.06,497830,641500,0,0
89.35,505780,582000,0,0
79.82,485490,623910,738,0
88.59,575590,666000,300,0
67.96,485990,735690,14,0
77.91,344390,462050,567,0
79.63,542590,703260,300,0
85.71,503030,606700,707,0
80.24,468490,598210,641,0
74.53,651690,899000,0,0
64.35,602130,955640,0,0
79.83,428940,551160,733,0
71.5,490380,727250,0,0
52.25,354390,708160,300,0
87.58,563130,660000,825,0
60.47,401940,691270,0,0
85.19,495780,598650,0,0
61.83,791860,1309940,0,0
79.43,681690,881310,0,0
56.68,344390,635190,0,0
53.5,323410,635500,658,0
71.92,969900,1376600,391,0
60.62,235740,412410,825,0
60,380390,650020,0,0
63.88,433940,704480,783,0
80,497300,673600,0,0
65.26,580130,919410,757,0
72.48,286260,420000,0,0
79.64,468490,609000,818,0
83.76,451450,561160,493,0
55.39,393940,740190,0,0
74.55,513030,697500,737,0
79.63,465390,605330,17,0
80,562590,725000,0,0
83.92,533830,673230,0,0
75.21,470990,638250,0,0
82.47,468490,606310,0,0
79.14,487430,657080,666,0
73.05,423940,602360,17,0
74.88,626130,860000,623,0
77.79,476450,636300,0,0
71.1,657690,950730,0,0
63.43,400440,670000,0,0
71.71,483490,697240,449,0
79.44,478490,616810,839,0
74.8,473490,655040,17,0
75.01,523030,719920,0,0
69.71,1085680,1620980,16,0
61.22,598130,1009440,0,0
75.32,466290,650580,0,0
68.26,507030,767690,0,0
79,543030,696160,0,0
78.79,475490,621880,14,0
83.33,547590,678000,0,0
74.65,361390,505050,625,0
64.76,409000,650120,0,0
73.3,423000,600260,585,0
44.75,282450,670350,0,0
79.42,478490,623260,16,0
89.88,647000,742140,0,0
80.38,533130,687960,743,0
65.17,354390,567780,300,0
70.07,488490,713590,0,0
73.97,505780,703000,18,0
67.17,398040,640120,18,0
79.06,580130,758920,0,0
89.83,549590,631210,17,0
86.12,569590,673510,0,0
68.27,443030,689930,680,0
73.68,609470,855060,300,0
73.5,646690,904810,825,0
88.27,651690,747740,0,0
57.29,522030,960000,524,0
88.1,728170,840000,737,0
89.79,587590,668190,742,0
73.22,424940,614590,740,0
89.71,567590,646550,0,0
54.37,337440,680520,627,0
74.97,333590,477520,15,0
72.15,731270,1035000,753,0
76.39,481450,654570,0,0
83.03,635490,794890,710,0
83.51,493030,610730,0,0
68.35,619130,950920,0,0
75,667690,933370,815,0
79.87,698170,901410,709,0
55.45,721230,1334540,0,0
77.29,582590,776280,300,0
61.38,393940,667990,0,0
74.03,385890,540350,15,0
54.57,424940,824660,0,0
88.45,559130,650120,0,0
77.64,523030,695530,0,0
69.99,435500,667200,0,0
79.13,413860,551000,835,0
60.96,523030,885790,728,0
89.73,550590,633000,763,0
89.85,562130,645500,0,0
78.44,478490,624690,300,0
68.18,394390,586720,0,0
59.75,383000,669500,615,0
84.67,552590,661430,0,0
80.88,589470,754240,753,0
84.07,463490,565000,0,0
53.9,365710,705070,0,0
80.88,483490,618230,706,0
83.15,356790,457000,657,0
71.59,552590,796160,0,0
79.09,483490,632190,598,0
85.37,529030,632510,0,0
71.91,629970,897000,629,0
28.23,176190,673000,763,0
88.06,636130,737000,0,0
88.59,511330,609570,825,0
75.32,478490,650560,728,0
68.33,463490,702490,756,0
88.6,521130,632030,0,0
81.97,503030,634390,15,0
77.38,500780,672000,15,0
88.63,580130,677000,504,0
84.74,945900,1140000,15,0
79.23,429440,568000,0,0
33.15,514930,1628780,734,0
73.09,474450,667630,824,0
85.89,567130,683440,415,0
86.31,502230,616490,758,0
72.22,403640,588500,0,0
64.43,423940,682860,511,0
60.22,580130,996280,0,0
76.8,533030,703140,0,0
87.46,582590,680310,0,0
80.93,503200,665890,706,0
75.26,420000,591300,778,0
78.31,352990,485220,705,0
88.71,602130,687670,300,0
87.48,683820,800190,672,0
60.2,627130,1071510,0,0
74.51,721230,993190,0,0
79.06,410940,531260,777,0
69.18,661690,983000,15,0
82.84,327840,422500,14,0
68,608790,960980,0,0
61.59,376390,649490,825,0
74.01,427740,593130,0,0
81.48,555090,699600,755,0
77.25,458790,634280,738,0
78.22,528930,715970,763,0
89.05,594630,684980,0,0
89.36,612130,705000,0,0
72.38,699820,1029260,0,0
75.08,423940,586050,300,0
68.92,385740,594870,738,0
81.67,515030,648950,0,0
58.42,310140,582000,0,0
59.2,415100,726320,0,0
69.49,376390,564120,731,0
69.21,523030,780210,657,0
71.07,423940,619090,15,0
88.94,615470,703880,0,0
69.92,408940,600700,738,0
89.05,552590,640060,0,0
87.62,542590,639120,0,0
51.76,495780,994930,300,0
80.66,574370,750050,733,0
67.77,712190,1105250,0,0
69.57,542590,805000,17,0
89.09,540190,651050,0,0
79.8,487490,626600,0,0
89.91,582010,665000,0,0
77.29,497530,679270,0,0
72.27,891750,1262320,738,0
77.94,513030,680000,0,0
69.32,597130,880000,300,0
74.53,450450,623910,825,0
86.59,607130,716000,0,0
75.33,451850,637190,0,0
88.67,453950,535720,758,0
77.66,475480,656730,300,0
62.22,240090,417880,0,0
73.89,435940,602250,369,0
79.83,634820,821700,0,0
56.09,389390,713180,591,0
87.35,643690,746460,0,0
65.36,461650,749640,815,0
72.22,505030,722790,0,0
65.71,458490,722920,0,0
76.32,646500,877890,0,0
89.7,506030,579700,617,0
89.86,592590,667690,0,0
80.15,696230,892030,0,0
73.09,648090,930350,599,0
75.27,493490,664240,0,0
72,392600,583340,719,0
47.17,319840,710190,0,0
79.62,510030,653080,0,0
52.83,342390,681490,0,0
78.15,579590,755000,445,0
83.75,503030,620900,0,0
65.59,503030,792750,0,0
72.67,468490,688000,738,0
94.95,599130,646680,300,0
79.86,478490,613540,763,0
81.72,727170,916550,729,0
57.43,348390,626800,18,0
79.37,745190,982770,630,0
79.76,468490,626860,681,0
79.78,696630,915030,709,0
78.46,580830,777450,17,0
83.49,552590,682720,0,0
74.25,478490,659900,0,0
89.8,648820,735000,0,0
80.96,632130,790530,675,0
85.05,499580,611370,0,0
85.16,514730,622360,832,0
88.93,609470,697210,0,0
88.95,567590,652080,0,0
78.62,503030,648730,753,0
84.45,533030,651240,597,0
69.77,932000,1361630,763,0
77.65,500780,669670,528,0
84.29,572590,688070,0,0
68.5,411940,624800,0,0
52.04,450490,897340,0,0
73.88,663820,920350,731,0
75.53,443490,609000,0,0
86.03,518030,621880,0,0
79.02,473490,620060,0,0
53.39,408940,796000,738,0
89.93,526030,598210,0,0
66.98,403940,627070,708,0
87.32,473490,561160,714,0
69.88,448990,679690,0,0
89.97,529030,602430,0,0
89.5,622130,715110,0,0
84.97,380310,471200,0,0
44.83,309840,713820,0,0
62.47,271290,445000,738,0
65.4,458490,718650,442,0
43.42,335840,806000,476,0
71.19,486450,702300,737,0
89.38,556590,642170,0,0
70.98,438940,633990,476,0
89.56,627990,710000,0,0
73.58,431080,632380,0,0
82.12,606130,759900,763,0
78.09,550130,723500,814,0
37.44,322840,908000,772,0
83.31,533030,660200,0,0
70.73,451490,653230,0,0
73.52,424390,625640,774,0
65.61,428940,670640,0,0
89.29,862200,985520,763,0
72.34,429690,635930,0,0
77.59,433940,580000,0,0
89.36,548640,632300,300,0
89.79,526030,604740,0,0
88.98,602130,696800,713,0
55.92,344390,634780,533,0
73.59,468490,652250,825,0
59.81,380000,652100,0,0
86.11,508030,603850,0,0
77.64,488030,656860,0,0
82.34,518000,643710,0,0
65,427680,685520,0,0
75.36,727170,988570,0,0
80.3,730230,932810,634,0
88.53,598730,690810,300,0
61.9,572590,953120,0,0
74.25,273290,404030,568,0
79.48,503030,654280,0,0
89.83,517030,590000,0,0
87.46,523030,617400,0,0
74.44,703170,967220,0,0
66.91,473490,732310,459,0
77.05,465790,635920,0,0
85.48,617130,736980,0,0
89.33,604130,694020,0,0
73.37,755510,1053560,15,0
43.07,269290,650030,0,0
56.08,334840,606310,0,0
88.34,617130,713140,643,0
89.41,549130,631890,0,0
87.01,607130,712600,825,0
62.99,413290,687110,0,0
76.98,478490,630000,681,0
62.43,384390,640700,300,0
72.87,507030,713600,300,0
83.1,551340,684980,15,0
88.06,575130,670000,825,0
70.53,384390,567150,0,0
86.95,520030,609520,300,0
89.9,555000,634070,825,0
64.49,427100,690000,598,0
74.77,663820,909510,15,0
89.77,603470,683950,0,0
50.91,324840,658000,625,0
74.74,650000,883060,0,0
85.23,741230,880000,825,0
54.28,360050,709290,0,0
52.19,319340,670670,0,0
87.3,502780,586500,14,0
69.68,552500,818000,0,0
49.69,304840,644010,0,0
70.68,463690,693270,0,0
79.2,543030,694450,757,0
57.29,298440,558550,642,0
89.84,533030,606630,0,0
88.44,530780,621880,738,0
74.41,438490,608800,744,0
83.05,518780,647820,654,0
68.87,413940,624330,0,0
73.06,437100,615950,0,0
79.11,500030,653560,0,0
77.81,429310,587350,805,0
74.06,718170,999190,0,0
74.75,540000,735800,0,0
79.47,434940,566240,824,0
84.79,528030,631000,0,0
74.69,336840,461920,0,0
84.26,553130,674070,0,0
75.8,563790,765200,0,0
89.53,596730,692520,0,0
80.92,475450,605500,0,0
85.47,614430,760510,830,0
67.08,408940,626160,648,0
69.3,343290,533890,0,0
77.62,423890,592620,726,0
84.27,632630,771370,0,0
70.59,465250,676070,0,0
68.16,438490,667580,674,0
78.66,518530,673760,0,0
72.1,513030,735080,0,0
73.19,480490,669500,792,0
89.93,570590,648290,737,0
77.01,384390,519430,428,0
79.04,520780,683170,0,0
69.93,487590,736220,0,0
88.57,547590,632300,581,0
84.83,539410,659280,749,0
71.91,488490,695300,300,0
87.97,577270,693380,0,0
74.19,607130,835690,0,0
79.88,637540,820000,753,0
85.94,530030,640000,0,0
61.36,357990,619270,691,0
77.48,490030,671180,677,0
47.9,463490,1002020,727,0
89.42,574630,670990,555,0
75,454490,628030,0,0
69.03,622130,927130,0,0
79.49,612130,780000,305,0
75.58,453490,621880,15,0
26.42,167000,756970,0,0
88.06,538390,635920,824,0
89.55,590130,670000,825,0
73.5,718170,1006800,0,0
78.64,500780,661230,0,0
82.76,510000,640410,0,0
68.19,577590,865200,708,0
52.73,495240,971440,15,0
80.08,473490,624390,300,0
64.66,413000,665010,0,0
50.94,347750,716510,0,0
26.2,255290,1030430,0,0
78.66,539590,711960,0,0
69.57,661690,977500,825,0
81.55,547930,693800,491,0
68.31,415140,644110,0,0
83.89,535030,649660,0,0
79.45,479950,623000,0,0
87.47,535780,628820,658,0
70.18,395890,612750,825,0
72.84,478490,672700,774,0
77.16,517030,686860,0,0
84.09,538030,654100,0,0
46.52,438490,978130,0,0
85.31,727170,877940,0,0
77.99,455890,635980,607,0
73.15,480540,670500,685,0
68.81,389390,581290,300,0
84.96,738230,882730,0,0
77.28,463490,621150,0,0
69.44,429580,660870,0,0
80.21,580130,748060,593,0
70.75,463490,678400,15,0
58.21,619470,1090940,662,0
46.49,308240,709840,0,0
63.93,403940,657010,0,0
74.66,364390,502260,0,0
65.35,379440,596810,0,0
75.95,592590,790000,825,0
75.81,477490,658190,0,0
89.38,660020,758550,0,0
47.19,241160,540390,16,0
88.76,541190,642170,720,0
75.89,463490,658890,0,0
89.83,577590,656780,0,0
80.27,463490,597990,0,0
89.74,612130,702000,0,0
75.93,424940,578170,637,0
48.17,324840,705830,680,0
84.82,567650,703850,0,0
76.87,508030,670000,738,0
81.76,593390,750990,0,0
69.23,438940,650030,419,0
54.61,374390,705000,0,0
89.35,629630,721890,0,0
70.1,450490,659090,738,0
57.06,355390,666000,300,0
79.88,482830,638450,0,0
79.26,489830,643450,712,0
85.37,543030,644270,783,0
74.16,737730,1010000,0,0
87.07,497030,585740,0,0
85.05,554090,669000,371,0
77.82,560790,758140,525,0
62.59,627210,1022460,0,0
72.36,435940,621920,15,0
79,544870,714860,300,0
72.33,426690,635980,0,0
89.27,557790,660880,0,0
72.05,405940,576000,0,0
65.14,422940,675500,0,0
60.48,597300,1008640,743,0
68.34,393740,594500,0,0
61.77,958990,1618850,0,0
79.89,525000,675910,0,0
75.32,478490,650560,16,0
78.17,513030,678000,618,0
79.15,498030,644330,0,0
69.68,552590,818000,0,0
79.38,507030,655100,0,0
89.74,546590,624000,752,0
74.07,335550,486040,599,0
81.57,483490,612940,656,0
88.29,602470,7.00E+05,0,0
53.58,349390,671860,0,0
80.91,486780,625370,0,0
45.1,275290,643000,657,0
66.09,457490,711190,664,0
76.83,577020,776890,0,0
88.56,566000,654960,0,0
89.53,555590,640000,0,0
74.66,340620,472780,569,0
85.53,530780,643020,825,0
66.51,443490,691580,578,0
84.93,631130,763000,0,0
78.15,433940,575800,430,0
87.8,537280,626450,429,0
83.93,540030,655280,0,0
45.49,288640,681500,0,0
65.07,606670,983530,0,0
67.21,960990,1458090,0,0
62.9,376390,635980,0,0
63.41,691230,1135400,545,0
82.76,518030,640410,836,0
70.62,617130,885000,549,0
68.75,433940,654570,740,0
79.9,645820,826000,15,0
69.28,613650,911520,825,0
87.48,683820,800190,0,0
77.49,523030,683990,0,0
89.99,631500,723980,680,0
70,565720,869110,710,0
82.41,329840,415000,741,0
74.36,464980,643530,0,0
87.25,562690,664720,0,0
79.63,486030,631710,0,0
79.11,569610,757180,591,0
63.82,617130,987220,681,0
65.52,364390,580000,719,0
73.23,515030,737390,0,0
86.65,735160,865500,743,0
86.56,508030,600760,0,0
73.52,471450,666510,677,0
83.43,513030,635270,738,0
79.85,503030,651230,825,0
89.42,622130,704550,669,0
87.13,579600,685220,738,0
50.08,298840,627000,708,0
74.85,836200,1148930,815,0
89.66,562000,652500,681,0
89.25,594470,689090,656,0
79.74,505530,652080,0,0
86.75,528030,628260,0,0
74.97,713170,980420,691,0
89.18,518030,599880,0,0
77.85,547590,719310,0,0
67.97,463690,720930,15,0
81.37,592590,737380,15,0
78.8,489030,642160,726,0
88.57,502030,586000,0,0
89.98,525780,605680,0,0
73.58,441190,625130,0,0
88.78,593130,681460,621,0
64.73,473490,741550,0,0
74.71,728170,997130,680,0
73.84,349390,487520,0,0
89.71,629630,719010,446,0
61.22,413940,686000,300,0
67.81,463490,700510,0,0
71.39,668820,966570,15,0
83.1,560790,709950,824,0
73.94,676690,940000,300,0
89.61,527780,610410,0,0
60.04,916550,1582190,0,0
79.6,528030,684700,870,0
87.97,550590,636580,0,0
81.44,575130,730560,634,0
87.24,510780,607500,738,0
85.76,503030,606320,796,0
88.44,533030,621890,738,0
84.52,523030,633000,705,0
68.49,433940,657060,0,0
75.87,552590,738060,0,0
90,614470,7.00E+05,468,0
73.73,418940,590000,0,0
75.51,505030,682050,0,0
81.48,550090,687280,0,0
79.19,433940,568260,16,0
75.49,482830,675600,832,0
69.88,525780,772740,0,0
76.7,528030,697500,340,0
88.4,514780,599530,818,0
73.97,288640,419090,0,0
64.64,426940,677620,738,0
77.2,548530,751330,18,0
71.99,347440,514590,0,0
74.11,443490,634210,0,0
83.33,503780,624030,0,0
80.81,513030,655900,0,0
79.49,488490,628990,0,0
62.37,334840,561160,763,0
89.04,520780,606500,0,0
89.91,601470,684000,601,0
58.95,562590,983950,0,0
74.36,476450,662960,0,0
89.89,544330,623000,0,0
70.25,693230,1013470,0,0
84.97,611130,735540,738,0
80.96,510780,654670,0,0
78.37,337840,446610,0,0
60.28,372390,635400,550,0
88.38,582590,678890,738,0
74.97,653690,883000,726,0
74.61,605470,833690,17,0
69.78,729730,1074870,0,0
